"today","grDetails_count","grDetails.1..attend","grDetails.1..sp_att","grDetails.1..who","grDetails.1..sp_gen","grDetails.1..rep","grDetails.1..rep_some","grDetails.1..rep_gen","grDetails.1..gender2","grDetails.1..rep_rel","grDetails.2..attend","grDetails.2..sp_att","grDetails.2..who","grDetails.2..sp_gen","grDetails.2..rep","grDetails.2..rep_some","grDetails.2..rep_gen","grDetails.2..gender2","grDetails.2..rep_rel","grDetails.3..attend","grDetails.3..sp_att","grDetails.3..who","grDetails.3..sp_gen","grDetails.3..rep","grDetails.3..rep_some","grDetails.3..rep_gen","grDetails.3..gender2","grDetails.3..rep_rel","grDetails.4..attend","grDetails.4..sp_att","grDetails.4..who","grDetails.4..sp_gen","grDetails.4..rep","grDetails.4..rep_some","grDetails.4..rep_gen","grDetails.4..gender2","grDetails.4..rep_rel","grDetails.5..attend","grDetails.5..sp_att","grDetails.5..who","grDetails.5..sp_gen","grDetails.5..rep","grDetails.5..rep_some","grDetails.5..rep_gen","grDetails.5..gender2","grDetails.5..rep_rel","grDetails.6..attend","grDetails.6..sp_att","grDetails.6..who","grDetails.6..sp_gen","grDetails.6..rep","grDetails.6..rep_some","grDetails.6..rep_gen","grDetails.6..gender2","grDetails.6..rep_rel","grDetails.7..attend","grDetails.7..sp_att","grDetails.7..who","grDetails.7..sp_gen","grDetails.7..rep","grDetails.7..rep_some","grDetails.7..rep_gen","grDetails.7..gender2","grDetails.7..rep_rel","grDetails.8..attend","grDetails.8..sp_att","grDetails.8..who","grDetails.8..sp_gen","grDetails.8..rep","grDetails.8..rep_some","grDetails.8..rep_gen","grDetails.8..gender2","grDetails.8..rep_rel","grDetails.9..attend","grDetails.9..sp_att","grDetails.9..who","grDetails.9..sp_gen","grDetails.9..rep","grDetails.9..rep_some","grDetails.9..rep_gen","grDetails.9..gender2","grDetails.9..rep_rel","grDetails.10..attend","grDetails.10..sp_att","grDetails.10..who","grDetails.10..sp_gen","grDetails.10..rep","grDetails.10..rep_some","grDetails.10..rep_gen","grDetails.10..gender2","grDetails.10..rep_rel","before_cook.grow","before_cook.color1.color1_loc","before_cook.color1.color1_lmpr","before_cook.color1.same_cl1","before_cook.aromay.aroma1_loc_C","before_cook.aromay.aroma1_lmpr_C","before_cook.aromay.same_ar1","before_cook.eas1.eas1_loc","before_cook.eas1.eas1_lmpr","before_cook.eas1.same_eas1","before_cook.time1.time1_loc","before_cook.time1.time1_impr","before_cook.time1.same_tm1","before_cook.exp1.exp1_loc","before_cook.exp1.exp1_lmpr","before_cook.exp1.same_exp1","before_cook.aromax.aroma1_loc_E","before_cook.aromax.aroma1_lmpr_E","before_cook.aromax.same_exp1","before_cook.taste1.taste1_loc","before_cook.taste1.taste1_impr","before_cook.taste1.same_tast1","before_cook.text1.text1_loc","before_cook.text1.text1_lmpr","before_cook.text1.same_txt1","after_cooking.color2.color2_loc","after_cooking.color2.color2_lmpr","after_cooking.color2.same_cl2","after_cooking.aromam.aroma2_loc_C","after_cooking.aromam.aroma2_lmpr_C","after_cooking.aromam.same_ar2","after_cooking.eas2.eas2_loc","after_cooking.eas2.eas2_lmpr","after_cooking.eas2.same_eas2","after_cooking.time2.time2_loc","after_cooking.time2.time2_impr","after_cooking.time2.same_tm2","after_cooking.exp2.exp2_loc","after_cooking.exp2.exp2_lmpr","after_cooking.exp2.same_exp2","after_cooking.aroma2.aroma2_loc_E","after_cooking.aroma2.aroma2_lmpr_E","after_cooking.aroma2.same_exp2","after_cooking.taste2.taste2_loc","after_cooking.taste2.taste2_impr","after_cooking.taste2.same_tast2","after_cooking.text2.text2_loc","after_cooking.text2.text2_lmpr","after_cooking.text2.same_txt2","plant","timing.time1","timing.time2","wgt_bf.WL_b","wgt_bf.WR_b","wgt_aft.WL_a","wgt_aft.WR_a","diff_L","diff_R","x","grDetails.1..respondent_gender","grDetails.2..respondent_gender","grDetails.3..respondent_gender","grDetails.4..respondent_gender","grDetails.5..respondent_gender","grDetails.6..respondent_gender","grDetails.7..respondent_gender","grDetails.8..respondent_gender","grDetails.9..respondent_gender","grDetails.10..respondent_gender"
"2023-07-12",8,"Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,1,10,0,11,0,0,10,0,1,7,0,3,8,1,0,11,0,0,11,0,0,11,0,0,0,13,0,12,1,0,1,12,0,0,13,0,0,0,13,13,0,0,11,2,0,0,10,0,13,6.43,4.31,988,988,589,589,399,399,1,"Female","Female","Male","Male","Male","Female","Female","Female",NA,NA
"2023-07-07",9,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",7,0,7,0,0,12,0,0,11,0,0,11,0,0,12,0,0,12,0,1,11,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,5,7,0,0,12,0,0,12,0,0,12,0,12,6.44,5,992,992,603,633,389,359,1,"Male","Male","Male","Male","Female","Female","Male","Male",NA,NA
"2023-07-06",8,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,1,11,0,2,8,0,0,10,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,12,0,0,12,0,1,11,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,12,7.14,5.15,992,992,554,628,438,364,1,"Male","Male","Male",NA,"Male","Male",NA,NA,NA,NA
"2023-07-05",9,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","e","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","d","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a",8,4,13,0,10,7,0,0,16,1,0,17,0,16,1,0,2,14,1,2,14,1,1,16,0,0,17,0,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,17,5.02,4.28,985,985,507,519,478,466,1,NA,"Male","Female","Female","Male","Female","Female","Female","Female",NA
"2023-07-08",9,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,5,0,7,0,0,0,7,1,0,3,2,0,8,0,6,1,0,0,3,6,0,9,0,0,8,0,0,8,0,2,6,0,8,0,0,0,8,0,0,8,0,0,8,0,0,8,0,8,5.21,5.24,992,992,622,611,370,381,1,"Female","Female","Female","Male","Female","Female","Male","Female","Female",NA
"2023-07-04",9,"Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Female","Female","f","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,17,0,2,15,0,2,12,0,0,0,17,0,13,4,4,13,0,9,6,2,4,13,0,0,17,0,6,6,5,0,16,1,0,17,0,10,7,0,0,16,1,2,15,0,4,13,0,13,5.55,4.37,988,988,494,555,494,433,1,"Female","Male","Male","Male","Female","Male","Male","Female","Male",NA
"2023-07-10",9,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",9,0,10,0,0,10,0,0,10,0,0,10,0,9,0,1,9,1,0,9,0,1,0,10,0,2,8,0,0,10,0,0,0,0,0,10,0,0,10,0,7,2,1,0,10,0,0,10,0,10,7.52,6.14,1006,1006,610,650,396,356,1,"Female","Female","Male",NA,"Female","Male","Female","Female","Male",NA
"2023-07-12",9,"Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,16,0,0,15,0,1,0,12,0,0,17,0,6,3,5,14,2,1,14,0,0,0,14,0,0,17,0,16,0,0,5,12,0,0,17,0,0,17,0,14,3,0,5,12,0,0,17,0,17,6.19,5.39,994,994,624,600,370,394,1,"Female","Female",NA,NA,NA,NA,"Male",NA,"Male",NA
"2023-07-05",9,"Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Female","Male","b","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Male","Female","q","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,0,17,0,9,8,0,2,15,0,1,16,0,3,14,0,9,8,0,2,15,0,0,17,0,0,16,1,5,12,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,5,12,0,17,5,4,1005,1005,577,573,428,432,1,"Female","Male","Male","Male","Male",NA,"Male","Female",NA,NA
"2023-07-09",9,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,3,5,1,7,2,0,6,2,0,2,6,0,0,9,0,7,2,0,1,8,0,4,5,0,0,9,0,1,8,0,0,9,0,0,9,0,0,9,0,0,10,0,0,10,0,0,10,0,10,3.55,2.58,982,982,574,563,408,419,1,"Male","Male","Male","Male","Male","Male","Female","Male","Male",NA
"2023-07-06",9,"Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Female","Male","c","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,10,1,8,0,3,0,1,9,0,0,12,0,3,7,12,0,0,12,0,0,0,1,12,0,13,0,6,0,6,6,2,4,0,13,0,0,13,0,0,13,0,0,13,0,8,5,0,13,4.11,3.41,990,990,487,485,503,505,1,NA,NA,"Male","Male",NA,NA,"Female",NA,"Female",NA
"2023-07-07",7,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Female","Female","b","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,0,12,0,12,0,0,0,12,0,6,6,0,12,0,0,12,0,0,12,0,0,3,9,0,1,11,0,0,12,0,0,12,0,0,9,3,1,11,0,0,12,0,12,0,0,0,12,0,12,7.14,8.43,997,997,519,508,478,489,1,"Male",NA,"Male","Male","Female","Female","Female",NA,NA,NA
"2023-07-09",9,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","No","n/a","n/a","n/a","Yes","No","Female","n/a","f","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,7,0,13,0,0,0,0,13,0,1,12,5,5,0,13,0,0,13,0,0,7,5,0,0,13,0,13,0,0,0,13,0,0,13,0,13,0,0,11,2,0,10,3,0,12,1,0,12,5.33,4.4,1001,1001,574,608,427,393,1,"Male","Female","Female","Female","Male","Male",NA,"Female","Male",NA
"2023-07-06",9,"Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",14,8,0,6,13,1,0,2,4,8,4,10,0,12,2,0,12,2,0,11,3,0,0,14,0,14,0,0,2,10,2,0,14,0,0,14,0,14,0,0,2,11,1,3,10,1,0,11,3,13,5,4.08,986,986,539,568,447,418,1,NA,"Male","Female","Male","Female",NA,"Female","Female","Female",NA
"2023-07-08",9,"Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,9,4,8,1,1,0,7,0,2,4,7,7,3,4,7,2,0,7,1,1,9,2,0,4,8,0,13,0,0,0,12,0,2,12,0,0,13,0,9,1,0,12,0,0,0,12,0,13,4.11,3.44,999,999,550,550,449,449,1,"Female","Male","Male","Female","Female","Female",NA,"Female","Female",NA
"2023-07-07",9,"Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,8,0,12,0,1,0,13,0,6,8,0,0,13,0,10,0,0,10,0,3,12,2,0,0,15,0,13,0,0,4,11,0,15,0,0,0,15,0,6,9,0,2,13,0,1,14,0,15,6.16,6.31,993,993,611,602,382,391,1,"Male","Male","Female",NA,"Male","Male",NA,NA,NA,NA
"2023-07-12",9,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",9,2,10,0,13,0,0,0,12,2,0,12,2,13,1,0,13,0,0,14,0,0,1,13,0,0,14,0,14,0,0,0,14,0,0,14,0,13,1,0,3,11,0,2,12,0,0,14,0,14,4.32,3.59,993,993,551,553,442,440,1,"Male","Male","Male","Male","Male","Male","Male","Male","Female",NA
"2023-07-05",9,"Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","d","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,12,1,0,12,1,0,3,5,0,0,0,9,13,0,0,12,1,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,7,8,0,0,13,0,2,12,0,2,13,0,0,14,0,14,5.21,5.6,990,990,549,553,441,437,1,"Female","Male","Female","Male","Female","Male","Female","Male","Female",NA
"2023-07-06",8,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",7,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,9,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,10,7.04,5.06,984,984,592,618,392,366,1,"Female","Female","Female","Female","Female","Female","Female","Male",NA,NA
"2023-07-07",9,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,11,0,9,2,0,0,9,0,0,10,0,0,10,0,1,9,0,2,9,0,1,11,0,0,12,0,10,2,0,2,10,0,12,0,0,0,12,0,12,0,0,0,12,0,0,12,0,12,6.5,7.51,995,995,631,617,364,378,1,"Female","Male",NA,"Male","Male","Male","Female",NA,"Female",NA
"2023-07-09",9,"Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",9,5,10,1,13,2,1,9,4,3,9,5,2,7,6,3,14,0,2,12,3,1,5,6,5,0,16,0,11,3,2,7,8,1,1,14,1,6,10,0,4,12,0,4,12,0,3,13,0,16,11.24,9.58,992,992,628,650,364,342,1,"Male",NA,"Male",NA,"Male","Male","Male",NA,NA,NA
"2023-07-12",8,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,9,0,2,1,6,8,2,0,7,3,0,0,9,1,7,3,0,6,2,0,2,1,10,0,9,0,10,0,0,10,0,0,10,0,0,0,9,0,10,0,0,9,1,0,0,10,0,9,4.06,4.56,991,991,577,573,414,418,1,"Female","Female","Female","Female","Female","Female","Female","Female",NA,NA
"2023-07-07",8,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","d","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,4,2,4,9,0,1,7,1,1,4,3,2,9,0,0,8,0,1,9,0,0,4,5,0,0,9,0,8,0,1,1,6,2,2,6,1,3,6,0,0,9,0,0,7,0,9,0,0,9,5.01,4.45,988,988,534,580,454,408,1,"Male","Male","Female","Male",NA,"Female","Male","Female",NA,NA
